query_id,query,intent,intent_prob_informational,intent_prob_comparison,intent_prob_transactional,intent_prob_navigational,intent_confidence,mentions_own_brand,mentions_own_product,mentions_competitor_brand,mentions_competitor_product,out_of_category,mentions_competitor,own_product_only,latency_ms,model,input_tokens,output_tokens
Q0301,ニコン ログイン,navigational,0.0,0.0,0.0,1.0,1.0,0.98,0.03,0.02,0.02,0.21,0.02,0.0006,255.1,jev-1.13.0,1071,153
Q0302,NIKON zfc 中古 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.97,0.94,0.04,0.03,0.03,0.04,0.0282,319.9,jev-1.13.0,1072,152
Q0303,NIKON ニコンZf ダウンロード 値段,transactional,0.01,0.0,0.97,0.02,0.96,0.98,0.95,0.04,0.03,0.07,0.04,0.019,216.0,jev-1.13.0,1083,152
Q0304,nikon Z50 2 比較 問い合わせ,comparison,0.0,0.99,0.0,0.01,0.97,0.37,0.91,0.07,0.04,0.04,0.07,0.5733,246.2,jev-1.13.0,1081,150
Q0305,nikon ログイン,navigational,0.0,0.0,0.0,1.0,1.0,0.74,0.03,0.03,0.02,0.24,0.03,0.0078,262.2,jev-1.13.0,1070,153
Q0306,ニコン カメラ スペック,informational,1.0,0.0,0.0,0.0,1.0,0.98,0.04,0.03,0.03,0.04,0.03,0.0008,238.3,jev-1.13.0,1075,153
Q0307,a7CII レビュー 初心者向け,informational,0.98,0.02,0.0,0.0,0.97,0.04,0.05,0.19,0.82,0.05,0.82,0.048,248.0,jev-1.13.0,1079,153
Q0308,アルファ FE 24-70 GM2 セール 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.06,0.16,0.91,0.04,0.91,0.0588,279.6,jev-1.13.0,1083,152
Q0309,Zf とは 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.12,0.95,0.03,0.03,0.05,0.03,0.836,189.0,jev-1.13.0,1075,153
Q0310,RF50 1.8 STM 購入 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.05,0.12,0.63,0.07,0.63,0.0485,286.0,jev-1.13.0,1079,152
Q0311,sony 公式サイト,navigational,0.0,0.0,0.0,1.0,1.0,0.02,0.02,0.96,0.06,0.2,0.96,0.0196,225.3,jev-1.13.0,1070,153
Q0312,z30 購入 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.91,0.02,0.03,0.03,0.03,0.8281,190.8,jev-1.13.0,1074,152
Q0313,nikon z8 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.45,0.95,0.03,0.02,0.03,0.03,0.5225,276.9,jev-1.13.0,1070,153
Q0314,NIKON NIKKOR 180-600 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.94,0.92,0.04,0.02,0.03,0.04,0.0552,227.0,jev-1.13.0,1081,153
Q0315,CANON RF100-500 望遠 と α アルファ9 III どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.06,0.71,0.93,0.03,0.93,0.0582,301.4,jev-1.13.0,1094,150
Q0316,アルファ アルファ1 II 購入 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.05,0.14,0.88,0.04,0.88,0.0485,191.6,jev-1.13.0,1079,152
Q0317,NIKON Z6 3 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.96,0.95,0.03,0.03,0.04,0.03,0.038,216.6,jev-1.13.0,1073,153
Q0318,z6iii セール 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.08,0.91,0.03,0.02,0.04,0.03,0.8372,245.5,jev-1.13.0,1073,152
Q0319,z50ii 問い合わせ ダウンロード,navigational,0.24,0.0,0.09,0.67,0.56,0.09,0.88,0.02,0.03,0.05,0.03,0.8008,304.1,jev-1.13.0,1081,153
Q0320,Z 30 キャンペーン 予約,transactional,0.0,0.0,0.97,0.03,0.96,0.07,0.94,0.03,0.02,0.04,0.03,0.8742,258.3,jev-1.13.0,1077,152
Q0321,複合機 とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.02,0.02,0.02,0.92,0.02,0.0194,219.9,jev-1.13.0,1070,153
Q0322,Canon 24-105mm f4 L 中古 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.07,0.88,0.84,0.04,0.88,0.0686,221.5,jev-1.13.0,1081,152
Q0323,24-120mm f4 S 設定方法 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.1,0.78,0.02,0.02,0.04,0.02,0.702,218.5,jev-1.13.0,1086,153
Q0324,Z f 作例,informational,1.0,0.0,0.0,0.0,0.99,0.07,0.94,0.03,0.03,0.04,0.03,0.8742,263.3,jev-1.13.0,1068,153
Q0325,z9 作例,informational,1.0,0.0,0.0,0.0,0.99,0.05,0.94,0.03,0.03,0.04,0.03,0.893,234.7,jev-1.13.0,1068,153
Q0326,NIKKOR Z 24-120 F4 S 中古 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.1,0.95,0.04,0.02,0.03,0.04,0.855,270.1,jev-1.13.0,1084,152
Q0327,z9 登録,navigational,0.26,0.0,0.13,0.61,0.48,0.07,0.93,0.02,0.03,0.05,0.03,0.8649,235.8,jev-1.13.0,1069,153
Q0328,CANON EOS R50 比較 NIKON z30,comparison,0.0,1.0,0.0,0.0,1.0,0.35,0.88,0.84,0.95,0.03,0.95,0.572,304.7,jev-1.13.0,1079,150
Q0329,EOS R1 画質,informational,0.91,0.09,0.0,0.0,0.87,0.03,0.04,0.18,0.92,0.06,0.92,0.0388,250.4,jev-1.13.0,1069,153
Q0330,ニコン Z9 と α 200-600mm G望遠 vs,comparison,0.0,1.0,0.0,0.0,1.0,0.97,0.94,0.13,0.81,0.04,0.81,0.0282,228.6,jev-1.13.0,1083,150
Q0331,α 24-70 GMII 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.08,0.11,0.91,0.06,0.91,0.0776,277.2,jev-1.13.0,1078,153
Q0332,ニコン Zf vs サポート,navigational,0.07,0.4,0.0,0.53,0.37,0.98,0.94,0.04,0.03,0.04,0.04,0.0188,280.7,jev-1.13.0,1074,153
Q0333,Zfc キャンペーン 楽天,transactional,0.01,0.0,0.96,0.03,0.96,0.17,0.94,0.04,0.03,0.07,0.04,0.7802,279.7,jev-1.13.0,1076,152
Q0334,z6iii 評判,informational,0.99,0.01,0.0,0.0,0.99,0.05,0.94,0.03,0.03,0.04,0.03,0.893,339.5,jev-1.13.0,1070,153
Q0335,nikon NIKKOR 180-600 最安値 どこで 使い方,transactional,0.01,0.0,0.99,0.0,0.99,0.57,0.92,0.04,0.03,0.03,0.04,0.3956,273.6,jev-1.13.0,1089,152
Q0336,NIKKOR Z 24-120mm f/4 S 通販 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.12,0.95,0.04,0.03,0.03,0.04,0.836,271.2,jev-1.13.0,1087,152
Q0337,nikon NIKKOR Z 50mm F1.8 違い canon R1,comparison,0.0,1.0,0.0,0.0,1.0,0.74,0.92,0.7,0.86,0.06,0.86,0.2392,222.0,jev-1.13.0,1085,150
Q0338,canon RF 24-105mm F4L 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.04,0.91,0.95,0.04,0.95,0.0392,263.3,jev-1.13.0,1080,153
Q0339,Z 180-600mm 最安値 どっちがいい,transactional,0.0,0.22,0.78,0.0,0.71,0.11,0.94,0.05,0.03,0.03,0.05,0.8366,229.5,jev-1.13.0,1084,152
Q0340,Z5 II スペック 中古,transactional,0.23,0.0,0.77,0.0,0.69,0.12,0.9,0.03,0.03,0.04,0.03,0.792,280.7,jev-1.13.0,1074,152
Q0341,nikon ニコンZ8 中古 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.96,0.06,0.02,0.03,0.06,0.0192,224.5,jev-1.13.0,1077,152
Q0342,NIKKOR Z 24-120mm f/4 S ダウンロード ダウンロード,navigational,0.27,0.0,0.22,0.51,0.35,0.23,0.95,0.03,0.03,0.07,0.03,0.7315,397.0,jev-1.13.0,1094,153
Q0343,Sony Nikon 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.93,0.04,0.95,0.07,0.04,0.95,0.0028,248.2,jev-1.13.0,1069,150
Q0344,アルファ nikon 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.97,0.19,0.4,0.55,0.04,0.55,0.0057,377.8,jev-1.13.0,1073,150
Q0345,NIKKOR Z 24-120mm f/4 S 最安値 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.2,0.95,0.04,0.02,0.03,0.04,0.76,242.2,jev-1.13.0,1088,152
Q0346,Z6III 画質 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.93,0.03,0.02,0.03,0.03,0.8463,215.4,jev-1.13.0,1073,152
Q0347,sony a9iii 価格 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.03,0.92,0.94,0.04,0.94,0.0294,249.4,jev-1.13.0,1071,152
Q0348,キヤノン R5II 違い ニコン Zf,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.93,0.95,0.95,0.04,0.95,0.0558,192.4,jev-1.13.0,1080,150
Q0349,CANON R50 特徴,informational,0.99,0.01,0.0,0.0,0.99,0.02,0.07,0.81,0.92,0.04,0.92,0.0686,284.8,jev-1.13.0,1071,153
Q0350,NIKKOR Z 24-120 F4 S 在庫 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.17,0.96,0.03,0.02,0.03,0.03,0.7968,201.6,jev-1.13.0,1086,152
Q0351,180-600mm 望遠 画質 どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.07,0.08,0.05,0.03,0.03,0.05,0.0744,230.6,jev-1.13.0,1084,150
Q0352,インクカートリッジ 比較,comparison,0.01,0.99,0.0,0.0,0.99,0.04,0.02,0.03,0.02,0.95,0.03,0.0192,256.3,jev-1.13.0,1076,150
Q0353,CANON 24-105mm f4 L 値段,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.05,0.85,0.89,0.03,0.89,0.049,209.6,jev-1.13.0,1080,152
Q0354,NIKON キヤノン Z6 III 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.96,0.89,0.95,0.22,0.03,0.95,0.0356,258.4,jev-1.13.0,1078,152
Q0355,nikon Sony Z 50mm f1.8 中古,transactional,0.0,0.01,0.99,0.0,0.98,0.76,0.36,0.92,0.7,0.04,0.92,0.0864,226.0,jev-1.13.0,1078,152
Q0356,ニコン Sony zfc キャンペーン,comparison,0.37,0.41,0.14,0.08,0.21,0.97,0.18,0.93,0.8,0.11,0.93,0.0054,232.6,jev-1.13.0,1076,150
Q0357,キヤノン サポート,navigational,0.0,0.0,0.0,1.0,0.99,0.02,0.02,0.95,0.05,0.08,0.95,0.0196,225.5,jev-1.13.0,1072,153
Q0358,Z6III 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.92,0.02,0.02,0.04,0.02,0.874,291.2,jev-1.13.0,1072,153
Q0359,nikon Zf どっちがいい Sony 50mm f1.8 FE,comparison,0.0,1.0,0.0,0.0,1.0,0.58,0.94,0.79,0.9,0.03,0.9,0.3948,209.9,jev-1.13.0,1084,150
Q0360,zf 評判 初心者向け,informational,0.98,0.02,0.0,0.0,0.97,0.08,0.64,0.03,0.04,0.07,0.04,0.5888,287.4,jev-1.13.0,1075,153
Q0361,α1マーク2 SONY ニコン vs,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.07,0.91,0.95,0.03,0.95,0.0028,271.1,jev-1.13.0,1076,150
Q0362,Sony キヤノン アルファ6700 初心者,comparison,0.05,0.95,0.0,0.0,0.93,0.02,0.07,0.96,0.9,0.05,0.96,0.0686,236.6,jev-1.13.0,1083,150
Q0363,キヤノン R5II 特徴,informational,0.99,0.01,0.0,0.0,0.99,0.02,0.05,0.94,0.93,0.04,0.94,0.049,291.1,jev-1.13.0,1073,153
Q0364,Canon EOS R6 Mark II 中古,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.81,0.92,0.04,0.92,0.0392,284.7,jev-1.13.0,1072,152
Q0365,Z 9 評判 初心者向け,informational,0.98,0.02,0.0,0.0,0.97,0.09,0.95,0.02,0.03,0.04,0.03,0.8645,260.3,jev-1.13.0,1077,153
Q0366,キヤノン R6 Mark II 中古 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.95,0.93,0.03,0.95,0.0392,269.9,jev-1.13.0,1077,152
Q0367,ニコン Z5II と アルファ α7CII どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.97,0.97,0.2,0.92,0.03,0.92,0.0291,347.5,jev-1.13.0,1088,150
Q0368,Z50 II ニコン sony 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.95,0.92,0.09,0.03,0.92,0.057,263.8,jev-1.13.0,1076,150
Q0369,Nikon NIKKOR Z 40mm F2 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.87,0.96,0.03,0.02,0.03,0.03,0.1248,283.8,jev-1.13.0,1079,153
Q0370,ニコン zfc 比較 おすすめ サポート,comparison,0.0,1.0,0.0,0.0,0.99,0.98,0.95,0.04,0.03,0.03,0.04,0.019,200.0,jev-1.13.0,1082,150
Q0371,Z50II 下取り 店舗,transactional,0.0,0.0,0.95,0.05,0.93,0.11,0.82,0.03,0.03,0.04,0.03,0.7298,284.4,jev-1.13.0,1075,152
Q0372,Sony zve10 ii とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.04,0.84,0.92,0.04,0.92,0.0388,260.1,jev-1.13.0,1071,153
Q0373,キヤノン sony どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.02,0.96,0.05,0.03,0.96,0.0194,206.7,jev-1.13.0,1077,150
Q0374,Z30 通販 問い合わせ,transactional,0.0,0.0,0.9,0.1,0.86,0.09,0.95,0.02,0.02,0.05,0.02,0.8645,224.7,jev-1.13.0,1076,152
Q0375,Nikon カメラ 作例,informational,0.99,0.0,0.0,0.01,0.98,0.97,0.05,0.06,0.03,0.05,0.06,0.0015,305.5,jev-1.13.0,1072,153
Q0376,NIKON カメラ 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.97,0.04,0.03,0.02,0.04,0.03,0.0012,307.8,jev-1.13.0,1074,153
Q0377,sony カメラ 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.02,0.94,0.07,0.04,0.94,0.0196,273.6,jev-1.13.0,1072,153
Q0378,ワイヤレスイヤホン とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.02,0.02,0.02,0.97,0.02,0.0194,250.3,jev-1.13.0,1075,153
Q0379,zf 登録,informational,0.42,0.0,0.19,0.39,0.23,0.1,0.55,0.03,0.04,0.18,0.04,0.495,280.3,jev-1.13.0,1068,153
Q0380,アルファ CANON a7 IV レビュー,informational,0.93,0.07,0.0,0.0,0.9,0.02,0.04,0.89,0.95,0.04,0.95,0.0392,217.7,jev-1.13.0,1077,153
Q0381,アルファ FE 24-70mm F2.8 GM II と nikon 24-120mm f4 S 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.92,0.79,0.26,0.93,0.03,0.93,0.0632,298.3,jev-1.13.0,1104,150
Q0382,nikon ワイヤレスイヤホン,informational,0.58,0.01,0.35,0.06,0.44,0.92,0.04,0.04,0.02,0.96,0.04,0.0032,365.9,jev-1.13.0,1075,153
Q0383,zf 作例 初心者向け,informational,1.0,0.0,0.0,0.0,0.99,0.08,0.58,0.03,0.04,0.07,0.04,0.5336,252.1,jev-1.13.0,1074,153
Q0384,SONY a7r5 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.04,0.91,0.96,0.04,0.96,0.0392,222.3,jev-1.13.0,1075,153
Q0385,Z 24-120mm f4 セール,transactional,0.0,0.0,1.0,0.0,1.0,0.07,0.93,0.02,0.03,0.03,0.03,0.8649,328.5,jev-1.13.0,1078,152
Q0386,Z 180-600mm 下取り,transactional,0.01,0.0,0.99,0.0,0.99,0.13,0.92,0.03,0.03,0.05,0.03,0.8004,200.3,jev-1.13.0,1077,152
Q0387,NIKKOR Z 24-120mm f/4 S 初心者 初心者向け,informational,0.92,0.05,0.03,0.0,0.9,0.13,0.96,0.04,0.03,0.03,0.04,0.8352,308.7,jev-1.13.0,1092,153
Q0388,CANON R10 特徴,informational,0.99,0.01,0.0,0.0,0.99,0.02,0.06,0.87,0.91,0.04,0.91,0.0588,314.1,jev-1.13.0,1071,153
Q0389,CANON RF 100-500mm と アルファ アルファ7マーク4 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.05,0.86,0.94,0.04,0.94,0.0485,283.0,jev-1.13.0,1100,150
Q0390,R8 キヤノン SONY 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.06,0.46,0.97,0.49,0.04,0.97,0.4324,198.5,jev-1.13.0,1076,150
Q0391,Nikon アルファ Z 30 値段,transactional,0.0,0.0,1.0,0.0,1.0,0.91,0.94,0.03,0.03,0.03,0.03,0.0846,301.9,jev-1.13.0,1078,152
Q0392,Z 30 口コミ 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,0.99,0.08,0.91,0.04,0.03,0.03,0.04,0.8372,237.5,jev-1.13.0,1080,150
Q0393,Canon 公式サイト,navigational,0.0,0.0,0.0,1.0,1.0,0.02,0.02,0.88,0.05,0.19,0.88,0.0196,239.6,jev-1.13.0,1070,153
Q0394,Z30 口コミ 最安値,transactional,0.0,0.0,1.0,0.0,1.0,0.06,0.93,0.03,0.03,0.03,0.03,0.8742,298.6,jev-1.13.0,1074,152
Q0395,Canon EOS R7 性能比較 ニコン z5ii,comparison,0.0,1.0,0.0,0.0,1.0,0.75,0.85,0.88,0.96,0.03,0.96,0.2125,276.8,jev-1.13.0,1080,150
Q0396,採用 とは,informational,1.0,0.0,0.0,0.0,0.99,0.07,0.02,0.03,0.03,0.92,0.03,0.0186,247.5,jev-1.13.0,1068,153
Q0397,株価 最安値,transactional,0.01,0.0,0.98,0.01,0.98,0.13,0.02,0.03,0.02,0.94,0.03,0.0174,287.0,jev-1.13.0,1069,152
Q0398,NIKON z50ii 下取り 予約,transactional,0.0,0.0,0.99,0.01,0.98,0.9,0.82,0.03,0.02,0.04,0.03,0.082,214.3,jev-1.13.0,1077,152
Q0399,r6 mark2 CANON NIKON 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.89,0.13,0.87,0.91,0.03,0.91,0.0143,199.7,jev-1.13.0,1076,150
Q0400,Nikon Z5 II 登録,navigational,0.15,0.0,0.33,0.52,0.36,0.6,0.93,0.03,0.02,0.06,0.03,0.372,183.1,jev-1.13.0,1072,153
Q0401,NIKON Z 8 スペック どこで 通販,transactional,0.0,0.0,1.0,0.0,1.0,0.96,0.94,0.04,0.02,0.03,0.04,0.0376,262.6,jev-1.13.0,1081,152
Q0402,canon ワイヤレスイヤホン,transactional,0.42,0.04,0.5,0.04,0.33,0.02,0.02,0.92,0.11,0.96,0.92,0.0196,222.0,jev-1.13.0,1074,152
Q0403,canon カメラ とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.03,0.91,0.07,0.08,0.91,0.0291,228.9,jev-1.13.0,1071,153
Q0404,キヤノン R7 公式サイト,navigational,0.0,0.0,0.0,1.0,1.0,0.02,0.04,0.95,0.93,0.05,0.95,0.0392,253.8,jev-1.13.0,1075,153
Q0405,nikon Z50 2 違い アルファ アルファ7Rマーク5,comparison,0.0,1.0,0.0,0.0,1.0,0.48,0.9,0.19,0.7,0.03,0.7,0.468,223.0,jev-1.13.0,1090,150
Q0406,CANON α 違い,comparison,0.01,0.99,0.0,0.0,0.99,0.04,0.06,0.78,0.33,0.09,0.78,0.0576,212.0,jev-1.13.0,1070,150
Q0407,ニコン 40mm f2 単焦点 ログイン,navigational,0.0,0.0,0.01,0.99,0.98,0.98,0.78,0.03,0.02,0.06,0.03,0.0156,240.3,jev-1.13.0,1082,153
Q0408,キヤノン ニコン 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.95,0.05,0.94,0.13,0.03,0.94,0.0025,228.4,jev-1.13.0,1080,150
Q0409,Sony α6700 在庫 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.03,0.91,0.96,0.04,0.96,0.0294,209.0,jev-1.13.0,1076,152
Q0410,nikon 180-600mm 望遠 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.9,0.76,0.03,0.02,0.03,0.03,0.076,313.7,jev-1.13.0,1080,153
Q0411,Z5 II 価格 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.87,0.03,0.02,0.04,0.03,0.7917,272.3,jev-1.13.0,1073,152
Q0412,R50 最安値 取扱説明書,transactional,0.03,0.0,0.97,0.0,0.96,0.08,0.39,0.04,0.34,0.08,0.34,0.3588,298.1,jev-1.13.0,1076,152
Q0413,Z50II 評判 まとめ,informational,0.99,0.01,0.0,0.0,0.99,0.06,0.91,0.03,0.03,0.04,0.03,0.8554,234.6,jev-1.13.0,1075,153
Q0414,NIKON Z 24-120mm f4 中古 どこで 公式サイト,transactional,0.0,0.0,0.76,0.24,0.68,0.97,0.96,0.04,0.02,0.03,0.04,0.0288,305.0,jev-1.13.0,1090,152
Q0415,NIKKOR Z 24-120mm f/4 S スペック セール,transactional,0.1,0.0,0.9,0.0,0.87,0.17,0.96,0.03,0.03,0.03,0.03,0.7968,349.9,jev-1.13.0,1089,152
Q0416,Z 50mm f1.8 下取り vs,comparison,0.01,0.85,0.14,0.0,0.8,0.15,0.88,0.05,0.04,0.04,0.05,0.748,337.8,jev-1.13.0,1077,150
Q0417,50mm f1.8 S 初心者 初心者向け,informational,0.93,0.03,0.04,0.0,0.91,0.11,0.83,0.02,0.03,0.03,0.03,0.7387,560.6,jev-1.13.0,1083,153
Q0418,nikon NIKKOR Z 180-600mm 性能比較 canon RF 100-500mm,comparison,0.0,1.0,0.0,0.0,1.0,0.46,0.9,0.64,0.92,0.03,0.92,0.486,294.6,jev-1.13.0,1096,150
Q0419,Nikon アルファ Z 40mm f2 とは,informational,1.0,0.0,0.0,0.0,1.0,0.94,0.9,0.03,0.03,0.04,0.03,0.054,229.3,jev-1.13.0,1080,153
Q0420,nikon カメラ 画質,informational,0.96,0.04,0.0,0.0,0.94,0.9,0.04,0.04,0.02,0.04,0.04,0.004,289.4,jev-1.13.0,1072,153
Q0421,Z 50mm f1.8 値段 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.88,0.03,0.03,0.03,0.03,0.8008,205.7,jev-1.13.0,1080,152
Q0422,ZV-E10 II 下取り 公式サイト,navigational,0.0,0.0,0.21,0.79,0.72,0.12,0.95,0.03,0.02,0.04,0.03,0.836,343.7,jev-1.13.0,1079,153
Q0423,nikon 180-600mm 望遠 設定方法 どこで 値段,informational,0.75,0.0,0.25,0.0,0.67,0.76,0.8,0.04,0.02,0.04,0.04,0.192,283.8,jev-1.13.0,1091,153
Q0424,NIKON カメラ とは,informational,1.0,0.0,0.0,0.0,1.0,0.97,0.05,0.04,0.02,0.09,0.04,0.0015,390.4,jev-1.13.0,1073,153
Q0425,アルファ アルファ9 III と Canon R1 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.07,0.68,0.88,0.04,0.88,0.0672,219.9,jev-1.13.0,1082,150
Q0426,NIKKOR Z 24-120 F4 S nikon ソニー どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.86,0.96,0.87,0.06,0.03,0.87,0.1344,257.5,jev-1.13.0,1093,150
Q0427,50mm f1.8 FE sony Canon どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.1,0.06,0.95,0.5,0.03,0.95,0.054,332.6,jev-1.13.0,1082,150
Q0428,180-600mm 望遠 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.07,0.12,0.03,0.02,0.03,0.03,0.1116,273.8,jev-1.13.0,1085,153
Q0429,EOS R1 canon ソニー 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.05,0.93,0.95,0.05,0.95,0.048,233.5,jev-1.13.0,1075,150
Q0430,nikon アルファ 違い,comparison,0.18,0.82,0.0,0.0,0.75,0.56,0.46,0.05,0.05,0.07,0.05,0.2024,319.6,jev-1.13.0,1074,150
Q0431,z50ii 口コミ 初心者向け,informational,0.93,0.07,0.0,0.0,0.9,0.09,0.86,0.03,0.03,0.04,0.03,0.7826,306.0,jev-1.13.0,1078,153
Q0432,α 24-70 GMII 最安値 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.06,0.26,0.77,0.05,0.77,0.0582,300.3,jev-1.13.0,1079,152
Q0433,nikon Z5 2 作例,informational,1.0,0.0,0.0,0.0,0.99,0.45,0.94,0.03,0.03,0.04,0.03,0.517,230.6,jev-1.13.0,1072,153
Q0434,Nikon Z f 使い方 どこで 性能比較,informational,0.92,0.08,0.0,0.0,0.9,0.82,0.94,0.05,0.03,0.03,0.05,0.1692,220.2,jev-1.13.0,1081,153
Q0435,nikon Z50 II 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.35,0.93,0.03,0.02,0.04,0.03,0.6045,295.1,jev-1.13.0,1073,152
Q0436,zf 最安値 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.07,0.62,0.03,0.04,0.07,0.04,0.5766,227.9,jev-1.13.0,1071,152
Q0437,ニコン zf 購入 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.95,0.02,0.02,0.03,0.02,0.019,228.1,jev-1.13.0,1075,152
Q0438,α FE 50mm F1.8 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.06,0.2,0.88,0.04,0.88,0.0588,225.2,jev-1.13.0,1077,153
Q0439,ニコン z8 下取り 予約,transactional,0.0,0.0,0.99,0.01,0.98,0.98,0.97,0.03,0.03,0.04,0.03,0.0194,310.2,jev-1.13.0,1075,152
Q0440,ニコン アルファ zfc 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.93,0.02,0.02,0.04,0.02,0.0186,244.3,jev-1.13.0,1077,152
Q0441,SONY ZV-E10 II セール,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.91,0.93,0.04,0.93,0.0392,177.3,jev-1.13.0,1075,152
Q0442,Z5 2 使い方 性能比較,informational,0.71,0.29,0.0,0.0,0.61,0.06,0.88,0.05,0.04,0.04,0.05,0.8272,211.3,jev-1.13.0,1077,153
Q0443,z6iii スペック まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.06,0.91,0.03,0.03,0.04,0.03,0.8554,249.1,jev-1.13.0,1075,153
Q0444,α1 II スペック 初心者向け,informational,0.98,0.02,0.0,0.0,0.97,0.04,0.05,0.12,0.86,0.06,0.86,0.048,244.2,jev-1.13.0,1078,153
Q0445,NIKKOR 180-600 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.09,0.93,0.03,0.02,0.03,0.03,0.8463,276.9,jev-1.13.0,1086,153
Q0446,Z8 登録,navigational,0.23,0.0,0.26,0.51,0.34,0.1,0.94,0.02,0.03,0.07,0.03,0.846,265.1,jev-1.13.0,1069,153
Q0447,50mm f1.8 FE レビュー,informational,0.99,0.01,0.0,0.0,0.99,0.03,0.07,0.17,0.36,0.05,0.36,0.0679,228.2,jev-1.13.0,1076,153
Q0448,ソニー α9 III レビュー 価格,transactional,0.07,0.05,0.88,0.0,0.84,0.03,0.04,0.96,0.94,0.04,0.96,0.0388,227.6,jev-1.13.0,1077,152
Q0449,RF50mm F1.8 STM キャンペーン 店舗,transactional,0.0,0.0,0.77,0.23,0.68,0.03,0.06,0.11,0.75,0.11,0.75,0.0582,229.0,jev-1.13.0,1083,152
Q0450,NIKKOR Z 50mm F1.8 とは 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.17,0.92,0.03,0.02,0.04,0.03,0.7636,285.9,jev-1.13.0,1086,153
