query_id,query,true_intent,mentions_competitor,out_of_category,ambiguous,own_product_only,product_surface,impressions,clicks,conversions
Q0604,Z 9 レビュー まとめ,informational,0,0,0,1,Z 9,485,10,0
Q0605,Canon 取扱説明書,navigational,1,0,0,0,,25,10,1
Q0606,nikon Z f 在庫,transactional,0,0,0,0,Z f,223,19,0
Q0607,ニコン NIKKOR Z 40mm F2 通販 予約,transactional,0,0,0,0,NIKKOR Z 40mm F2,55,7,0
Q0608,CANON EOS R5 Mark II 違い どこで 価格,comparison,1,0,1,0,EOS R5 Mark II,292,25,0
Q0609,ソニー アルファ9 III 価格 どこで スペック,transactional,1,0,1,0,アルファ9 III,336,26,0
Q0610,canon RF24-105mm F4 L IS USM 購入 予約,transactional,1,0,0,0,RF24-105mm F4 L IS USM,192,16,0
Q0611,ニコン Z 40mm f2 最安値 使い方,transactional,0,0,1,0,Z 40mm f2,34,4,0
Q0612,24-120mm f4 S 作例 まとめ,informational,0,0,0,1,24-120mm f4 S,915,46,2
Q0613,24-120mm f4 S スペック ログイン,informational,0,0,1,1,24-120mm f4 S,276,11,0
Q0614,Nikon z30 口コミ,informational,0,0,0,0,z30,556,21,0
Q0615,Canon r6 mark2 と SONY FE 50mm F1.8 vs,comparison,1,0,0,0,r6 mark2 / FE 50mm F1.8,769,71,3
Q0616,nikon Z5 II 購入,transactional,0,0,0,0,Z5 II,534,68,5
Q0617,ニコン ニコンZ8 評判 どこで 比較,informational,0,0,1,0,ニコンZ8,1869,108,1
Q0618,sony 50mm f1.8 FE どっちがいい Nikon Z5 II,comparison,1,0,0,0,50mm f1.8 FE / Z5 II,489,18,0
Q0619,nikon ソニー どちらを選ぶべき,comparison,1,0,0,0,,273,19,1
Q0620,zf Nikon SONY 性能比較,comparison,1,0,0,0,zf,62,7,0
Q0621,nikon NIKKOR Z 50mm F1.8 特徴,informational,0,0,0,0,NIKKOR Z 50mm F1.8,382,23,1
Q0622,ニコン 会社説明会,navigational,0,1,0,0,,29,13,1
Q0623,nikon z5ii 特徴,informational,0,0,0,0,z5ii,88,6,0
Q0624,Canon eos r1 通販 予約,transactional,1,0,0,0,eos r1,123,2,1
Q0625,ニコン キヤノン 比較,comparison,1,0,0,0,,484,20,1
Q0626,イヤホン とは,informational,0,1,0,0,,864,53,2
Q0627,Canon EOS R10 と Sony FE 200-600 G 比較,comparison,1,0,0,0,EOS R10 / FE 200-600 G,651,27,1
Q0628,NIKKOR Z 50mm f/1.8 S 通販 楽天,transactional,0,0,0,1,NIKKOR Z 50mm f/1.8 S,302,23,3
Q0629,nikon Z 30 登録,navigational,0,0,0,0,Z 30,38,5,1
Q0630,α1マーク2 設定方法 初心者向け,informational,1,0,0,0,α1マーク2,5031,244,1
Q0631,NIKKOR Z 24-120 F4 S 価格 予約,transactional,0,0,0,1,NIKKOR Z 24-120 F4 S,459,46,3
Q0632,Z 30 スペック,informational,0,0,0,1,Z 30,146,7,0
Q0633,50mm f1.8 STM Canon ソニー 性能比較,comparison,1,0,0,0,50mm f1.8 STM,317,14,1
Q0634,α FE 24-70mm F2.8 GM II 初心者,informational,1,0,0,0,FE 24-70mm F2.8 GM II,420,18,0
Q0635,r6 mark2 在庫 店舗,transactional,1,0,0,0,r6 mark2,111,6,0
Q0636,キヤノン ニコン EOS R50 設定方法,informational,1,0,1,0,EOS R50,1417,70,2
Q0637,NIKON Z5II 在庫 amazon,transactional,0,0,0,0,Z5II,382,45,2
Q0638,ニコン ニコンZ8 登録,navigational,0,0,0,0,ニコンZ8,571,144,21
Q0639,Z 50mm f1.8 キャンペーン 楽天,transactional,0,0,0,1,Z 50mm f1.8,330,28,3
Q0640,eos r1 スペック,informational,1,0,0,0,eos r1,2753,123,3
Q0641,ニコン ノートパソコン,navigational,0,1,0,0,,237,45,2
Q0642,Nikon Z30 登録,navigational,0,0,0,0,Z30,209,62,3
Q0643,ニコン Z6 3 通販 amazon,transactional,0,0,0,0,Z6 3,66,1,0
Q0644,Z6III 修理 ダウンロード,navigational,0,0,0,1,Z6III,78,24,3
Q0645,Zf 作例,informational,0,0,0,1,Zf,331,18,0
Q0646,canon eos r10 登録,navigational,1,0,0,0,eos r10,109,28,7
Q0647,EOS R6 Mark II キヤノン アルファ 比較,comparison,1,0,0,0,EOS R6 Mark II,1071,44,1
Q0648,ニコン Z8 と キヤノン 24-105mm f4 L 違い,comparison,1,0,0,0,Z8 / 24-105mm f4 L,105,8,0
Q0649,Z5 II Nikon キヤノン vs,comparison,1,0,0,0,Z5 II,205,12,0
Q0650,Zf セール ログイン,transactional,0,0,1,1,Zf,142,10,0
Q0651,会社説明会 比較,comparison,0,1,0,0,,91,7,1
Q0652,α α7IV キャンペーン 予約,transactional,1,0,0,0,α7IV,108,7,0
Q0653,R8 Canon Nikon 違い,comparison,1,0,0,0,R8,377,27,0
Q0654,NIKKOR 180-600 公式ストア ダウンロード,navigational,0,0,0,1,NIKKOR 180-600,226,57,4
Q0655,Canon カメラ とは,informational,1,0,0,0,,240,11,0
Q0656,Z50 II 最安値 店舗,transactional,0,0,0,1,Z50 II,152,21,2
Q0657,Z5II 登録,navigational,0,0,0,1,Z5II,57,11,2
Q0658,NIKKOR Z 40mm F2 キャンペーン 楽天,transactional,0,0,0,1,NIKKOR Z 40mm F2,615,49,4
Q0659,nikon Z 8 比較 おすすめ 在庫,comparison,0,0,1,0,Z 8,94,2,0
Q0660,nikon カメラ とは,informational,0,0,0,0,,1456,35,0
Q0661,40mm f2 単焦点 ログイン ダウンロード,navigational,0,0,0,1,40mm f2 単焦点,41,7,0
Q0662,Z6 mark3 ログイン ダウンロード,navigational,0,0,0,1,Z6 mark3,79,19,3
Q0663,24-105mm f4 L 作例,informational,1,0,0,0,24-105mm f4 L,692,37,0
Q0664,Z6 III 会員登録 スペック,navigational,0,0,1,1,Z6 III,133,21,3
Q0665,NIKON CANON z5ii 値段,transactional,1,0,1,0,z5ii,205,9,0
Q0666,Z6III 作例 サポート,informational,0,0,1,1,Z6III,1476,78,0
Q0667,R6 Mark II 公式サイト 設定方法,navigational,1,0,1,0,R6 Mark II,93,24,3
Q0668,Zf セール 店舗,transactional,0,0,0,1,Zf,223,35,2
Q0669,sony FE 200-600 G 特徴,informational,1,0,0,0,FE 200-600 G,36,3,0
Q0670,NIKON 24-120mm f4 S セール どっちがいい,transactional,0,0,1,0,24-120mm f4 S,229,12,1
Q0671,ソニー CANON vs,comparison,1,0,0,0,,40,4,0
Q0672,Nikon Zf 画質,informational,0,0,0,0,Zf,1656,48,0
Q0673,VLOGCAM E10 II 使い方 初心者向け,informational,1,0,0,0,VLOGCAM E10 II,1068,34,0
Q0674,NIKON Z f 在庫,transactional,0,0,0,0,Z f,108,7,1
Q0675,NIKKOR Z 50mm f/1.8 S 口コミ 初心者向け,informational,0,0,0,1,NIKKOR Z 50mm f/1.8 S,4672,131,2
Q0676,ニコンZf とは,informational,0,0,0,1,ニコンZf,373,13,0
Q0677,zf スペック まとめ,informational,0,0,0,1,zf,802,29,1
Q0678,Z5II 口コミ 初心者向け,informational,0,0,0,1,Z5II,191,11,1
Q0679,ソニー NIKON vs,comparison,1,0,0,0,,516,44,1
Q0680,z6iii 在庫 店舗,transactional,0,0,0,1,z6iii,297,21,1
Q0681,zfc ニコン canon どちらを選ぶべき,comparison,1,0,0,0,zfc,213,11,0
Q0682,R6 Mark II とは 初心者向け,informational,1,0,0,0,R6 Mark II,189,8,0
Q0683,Nikon CANON Z50 II 作例,informational,1,0,1,0,Z50 II,169,7,0
Q0684,NIKON アルファ vs,comparison,1,0,0,0,,424,26,1
Q0685,Z fc 中古 楽天,transactional,0,0,0,1,Z fc,295,32,1
Q0686,Z6 mark3 評判,informational,0,0,0,1,Z6 mark3,576,30,0
Q0687,Z6 mark3 価格 予約,transactional,0,0,0,1,Z6 mark3,305,29,3
Q0688,ソニー FE 24-70mm F2.8 GM II 特徴,informational,1,0,0,0,FE 24-70mm F2.8 GM II,720,37,1
Q0689,Z 9 キャンペーン 予約,transactional,0,0,0,1,Z 9,47,6,0
Q0690,zf 画質,informational,0,0,0,1,zf,528,19,0
Q0691,CANON 24-105mm f4 L 比較 NIKON Z6 mark3,comparison,1,0,0,0,24-105mm f4 L / Z6 mark3,33,2,0
Q0692,ニコン NIKKOR Z 40mm f/2 評判,informational,0,0,0,0,NIKKOR Z 40mm f/2,334,9,0
Q0693,アルファ FE 200-600 G キャンペーン 公式ストア,transactional,1,0,1,0,FE 200-600 G,103,6,1
Q0694,Z 50mm f1.8 下取り 店舗,transactional,0,0,0,1,Z 50mm f1.8,49,2,1
Q0695,NIKKOR Z 40mm F2 通販 店舗,transactional,0,0,0,1,NIKKOR Z 40mm F2,97,8,0
Q0696,ニコンZ8 下取り,transactional,0,0,0,1,ニコンZ8,335,24,0
Q0697,Z50II 中古 予約,transactional,0,0,0,1,Z50II,35,5,1
Q0698,アルファ6700 Sony canon 性能比較,comparison,1,0,0,0,アルファ6700,241,9,0
Q0699,canon Sony RF100-500 望遠 スペック,informational,1,0,1,0,RF100-500 望遠,1156,15,0
Q0700,24-120mm f4 S 購入 楽天,transactional,0,0,0,1,24-120mm f4 S,313,21,2
Q0701,Sony α7IV 違い nikon Z8,comparison,1,0,0,0,α7IV / Z8,205,11,1
Q0702,R5 Mark II 通販 楽天,transactional,1,0,0,0,R5 Mark II,125,17,3
Q0703,nikon canon 性能比較,comparison,1,0,0,0,,380,28,0
Q0704,eos r8 通販 楽天,transactional,1,0,0,0,eos r8,119,12,0
Q0705,Zfc Nikon α どちらを選ぶべき,comparison,1,0,0,0,Zfc,347,16,2
Q0706,Z 50mm f1.8 作例 初心者向け,informational,0,0,0,1,Z 50mm f1.8,773,13,1
Q0707,r6 mark2 Canon nikon 比較 おすすめ,comparison,1,0,0,0,r6 mark2,179,7,1
Q0708,NIKON Z5II 値段,transactional,0,0,0,0,Z5II,226,12,1
Q0709,Sony FE 200-600 G と Nikon Zf 違い,comparison,1,0,0,0,FE 200-600 G / Zf,65,4,0
Q0710,canon R1 在庫 予約,transactional,1,0,0,0,R1,132,12,1
Q0711,40mm f2 単焦点 レビュー,informational,0,0,0,1,40mm f2 単焦点,635,29,0
Q0712,NIKON 40mm f2 単焦点 通販 予約,transactional,0,0,0,0,40mm f2 単焦点,68,4,0
Q0713,アルファ アルファ7Rマーク5 使い方 どこで どっちがいい,informational,1,0,1,0,アルファ7Rマーク5,306,17,0
Q0714,SONY FE 200-600 G 作例,informational,1,0,0,0,FE 200-600 G,814,57,1
Q0715,zf 通販 店舗,transactional,0,0,0,1,zf,100,7,1
Q0716,Canon Nikon どっちがいい,comparison,1,0,0,0,,330,29,1
Q0717,アルファ a9iii 最安値 amazon,transactional,1,0,0,0,a9iii,133,12,1
Q0718,ニコン Z 24-120mm f4 下取り amazon,transactional,0,0,0,0,Z 24-120mm f4,200,17,0
Q0719,FE 200-600 G 購入 楽天,transactional,1,0,0,0,FE 200-600 G,64,6,0
Q0720,Zfc 初心者,informational,0,0,0,1,Zfc,322,6,0
Q0721,nikon z8 購入,transactional,0,0,0,0,z8,496,61,5
Q0722,ニコン カメラ レビュー,informational,0,0,0,0,,849,58,1
Q0723,z30 初心者 初心者向け,informational,0,0,0,1,z30,536,24,0
Q0724,NIKON カメラ 画質,informational,0,0,0,0,,770,19,0
Q0725,Zfc 会員登録,navigational,0,0,0,1,Zfc,61,13,2
Q0726,nikon カメラ 使い方,informational,0,0,0,0,,1327,26,0
Q0727,CANON eos r8 購入 画質,transactional,1,0,1,0,eos r8,126,4,0
Q0728,Z50II 問い合わせ ダウンロード,navigational,0,0,0,1,Z50II,34,12,3
Q0729,ニコン NIKKOR 180-600 評判 ログイン,informational,0,0,1,0,NIKKOR 180-600,1277,23,0
Q0730,nikon カメラ 初心者,informational,0,0,0,0,,1194,69,1
Q0731,α1 II 初心者 初心者向け,informational,1,0,0,0,α1 II,168,10,0
Q0732,ニコン Zfc 価格,transactional,0,0,0,0,Zfc,130,12,1
Q0733,ニコン Z6 3 どっちがいい ログイン,comparison,0,0,1,0,Z6 3,231,17,1
Q0734,NIKON Z5 II レビュー 問い合わせ,informational,0,0,1,0,Z5 II,1217,32,0
Q0735,nikon NIKKOR Z 180-600mm 公式サイト,navigational,0,0,0,0,NIKKOR Z 180-600mm,242,94,17
Q0736,nikon zfc 特徴,informational,0,0,0,0,zfc,2674,68,1
Q0737,canon EOS R10 どっちがいい アルファ FE 50mm F1.8,comparison,1,0,0,0,EOS R10 / FE 50mm F1.8,399,27,1
Q0738,EOS R6 Mark II 作例 初心者向け,informational,1,0,0,0,EOS R6 Mark II,565,47,0
Q0739,ニコンZ9 中古 楽天,transactional,0,0,0,1,ニコンZ9,178,15,1
Q0740,アルファ9 III Sony Nikon vs,comparison,1,0,0,0,アルファ9 III,853,44,2
Q0741,Canon アルファ 違い,comparison,1,0,0,0,,88,5,0
Q0742,Z50 II 問い合わせ,navigational,0,0,0,1,Z50 II,242,88,21
Q0743,Z 40mm f2 作例 セール,informational,0,0,1,1,Z 40mm f2,947,23,0
Q0744,NIKON Z5 II 特徴,informational,0,0,0,0,Z5 II,647,26,0
Q0745,nikon Sony Z fc 在庫,transactional,1,0,1,0,Z fc,176,13,5
Q0746,SONY canon 比較,comparison,1,0,0,0,,1137,33,0
Q0747,NIKKOR Z 50mm f/1.8 S 問い合わせ ダウンロード,navigational,0,0,0,1,NIKKOR Z 50mm f/1.8 S,53,13,2
Q0748,NIKON canon Z f 初心者,informational,1,0,1,0,Z f,1543,84,2
Q0749,R10 最安値 店舗,transactional,1,0,0,0,R10,261,24,1
Q0750,NIKON Zfc 特徴,informational,0,0,0,0,Zfc,489,27,0
Q0751,nikon ニコンZ8 中古,transactional,0,0,0,0,ニコンZ8,281,19,2
Q0752,sony a9 III 下取り 予約,transactional,1,0,0,0,a9 III,289,19,1
Q0753,z6iii 中古 スペック,transactional,0,0,1,1,z6iii,362,27,2
Q0754,Sony a7CII セール amazon,transactional,1,0,0,0,a7CII,96,15,3
Q0755,200-600mm G望遠 レビュー 会員登録,informational,1,0,1,0,200-600mm G望遠,586,10,0
Q0756,NIKKOR Z 40mm F2 登録,navigational,0,0,0,1,NIKKOR Z 40mm F2,80,8,2
Q0757,Z50II スペック 初心者向け,informational,0,0,0,1,Z50II,567,23,1
Q0758,Z9 登録,navigational,0,0,0,1,Z9,164,31,3
Q0759,Z 180-600mm とは 公式サイト,informational,0,0,1,1,Z 180-600mm,6258,203,2
Q0760,NIKKOR 180-600 とは 初心者向け,informational,0,0,0,1,NIKKOR 180-600,665,26,2
Q0761,ニコン Z9 口コミ,informational,0,0,0,0,Z9,909,19,0
Q0762,Nikon カメラ レビュー,informational,0,0,0,0,,6275,147,0
Q0763,RF 50mm f1.8 とは 初心者向け,informational,1,0,0,0,RF 50mm f1.8,1325,40,1
Q0764,nikon カスタマーサポート,navigational,0,0,0,0,,37,9,1
Q0765,nikon インクカートリッジ,navigational,0,1,0,0,,99,16,2
Q0766,a7RV sony nikon どっちがいい,comparison,1,0,0,0,a7RV,222,10,1
Q0767,EOS R8 使い方 初心者向け,informational,1,0,0,0,EOS R8,760,26,0
Q0768,キヤノン Nikon 比較 おすすめ,comparison,1,0,0,0,,117,4,0
Q0769,EOS R6 Mark II 初心者,informational,1,0,0,0,EOS R6 Mark II,196,5,0
Q0770,nikon CANON 違い,comparison,1,0,0,0,,354,16,0
Q0771,NIKON z6iii 特徴,informational,0,0,0,0,z6iii,1013,35,0
Q0772,Nikon ソニー vs,comparison,1,0,0,0,,429,31,0
Q0773,NIKON NIKKOR Z 40mm f/2 と キヤノン EOS R8 比較 おすすめ,comparison,1,0,0,0,NIKKOR Z 40mm f/2 / EOS R8,1536,90,1
Q0774,Z 40mm f2 作例,informational,0,0,0,1,Z 40mm f2,268,1,0
Q0775,Z 9 初心者 まとめ,informational,0,0,0,1,Z 9,493,27,1
Q0776,Z50 II 使い方,informational,0,0,0,1,Z50 II,5399,136,3
Q0777,nikon 株価,navigational,0,1,0,0,,123,26,5
Q0778,50mm f1.8 FE 購入 店舗,transactional,1,0,0,0,50mm f1.8 FE,33,7,0
Q0779,ニコンZ9 nikon Canon vs,comparison,1,0,0,0,ニコンZ9,503,33,2
Q0780,R10 Canon α どっちがいい,comparison,1,0,0,0,R10,434,24,0
Q0781,z8 通販 楽天,transactional,0,0,0,1,z8,23,2,0
Q0782,Nikon z9 値段 どこで 評判,transactional,0,0,1,0,z9,473,44,1
Q0783,腕時計 おすすめ,comparison,0,1,0,0,,494,30,0
Q0784,ニコン スマートフォン,navigational,0,1,0,0,,52,11,1
Q0785,ニコンZf 在庫 楽天,transactional,0,0,0,1,ニコンZf,308,18,1
Q0786,Canon RF 50mm f1.8 購入,transactional,1,0,0,0,RF 50mm f1.8,452,39,1
Q0787,α9 III 違い 価格,comparison,1,0,1,0,α9 III,120,10,2
Q0788,nikon NIKKOR Z 24-120mm f/4 S セール,transactional,0,0,0,0,NIKKOR Z 24-120mm f/4 S,127,15,2
Q0789,CANON eos r7 取扱説明書,navigational,1,0,0,0,eos r7,189,29,5
Q0790,Z 30 中古 店舗,transactional,0,0,0,1,Z 30,235,30,0
Q0791,ニコン アルファ Z8 画質,informational,1,0,1,0,Z8,411,7,0
Q0792,アルファ7Rマーク5 レビュー 初心者向け,informational,1,0,0,0,アルファ7Rマーク5,986,52,1
Q0793,FE 24-70 GM2 設定方法 公式サイト,informational,1,0,1,0,FE 24-70 GM2,812,21,0
Q0794,ニコンZf 設定方法,informational,0,0,0,1,ニコンZf,768,19,0
Q0795,ニコンZf 下取り 予約,transactional,0,0,0,1,ニコンZf,196,12,1
Q0796,ニコン z9 公式ストア,navigational,0,0,0,0,z9,248,42,0
Q0797,NIKKOR Z 50mm f/1.8 S 下取り 店舗,transactional,0,0,0,1,NIKKOR Z 50mm f/1.8 S,220,12,2
Q0798,炊飯器 比較,comparison,0,1,0,0,,313,16,1
Q0799,sony α7R V ログイン どこで 性能比較,navigational,1,0,1,0,α7R V,185,64,9
Q0800,z8 中古 楽天,transactional,0,0,0,1,z8,95,11,2
